Geography,Household_Type,Total_Households,Owner_Households,Renter_Households,Year
Alberta,Two-or-more-person non-family households,20940.0,7945.0,12990.0,1971
British Columbia  ,Total - Household type,667330.0,422510.0,244820.0,1971
British Columbia  ,Family households2,519910.0,368920.0,150985.0,1971
British Columbia  ,One-family households,509945.0,360845.0,149095.0,1971
British Columbia  ,Couple family households with children,305045.0,233780.0,71265.0,1971
British Columbia  ,Couple family households without children,160045.0,103590.0,56460.0,1971
British Columbia  ,One-parent family households,44845.0,23475.0,21375.0,1971
British Columbia  ,Multiple-family households,9965.0,8075.0,1890.0,1971
British Columbia  ,Non-family households3,147420.0,53585.0,93835.0,1971
British Columbia  ,One-person households,114355.0,40730.0,73625.0,1971
British Columbia  ,Two-or-more-person non-family households,33060.0,12855.0,20205.0,1971
Yukon,Total - Household type,5100.0,2570.0,2540.0,1971
Yukon,Family households2,3920.0,2135.0,1785.0,1971
Yukon,One-family households,3850.0,2085.0,1760.0,1971
Yukon,Couple family households with children,2560.0,1410.0,1145.0,1971
Yukon,Couple family households without children,940.0,455.0,480.0,1971
Yukon,One-parent family households,350.0,220.0,130.0,1971
Yukon,Multiple-family households,70.0,45.0,25.0,1971
Yukon,Non-family households3,1185.0,435.0,750.0,1971
Yukon,One-person households,820.0,315.0,510.0,1971
Yukon,Two-or-more-person non-family households,365.0,120.0,240.0,1971
Northwest Territories  ,Total - Household type,7585.0,1870.0,5715.0,1971
Northwest Territories  ,Family households2,6265.0,1590.0,4675.0,1971
Northwest Territories  ,One-family households,6005.0,1515.0,4490.0,1971
Northwest Territories  ,Couple family households with children,4510.0,1095.0,3420.0,1971
Northwest Territories  ,Couple family households without children,845.0,230.0,610.0,1971
Northwest Territories  ,One-parent family households,650.0,190.0,455.0,1971
Northwest Territories  ,Multiple-family households,265.0,75.0,190.0,1971
Northwest Territories  ,Non-family households3,1320.0,280.0,1040.0,1971
Northwest Territories  ,One-person households,1030.0,210.0,820.0,1971
Northwest Territories  ,Two-or-more-person non-family households,290.0,75.0,220.0,1971
Calgary,Total - Household type,121100.0,68845.0,52260.0,1971
Calgary,Family households2,95635.0,62145.0,33490.0,1971
Calgary,One-family households,94370.0,61195.0,33175.0,1971
Calgary,Couple family households with children,60435.0,43335.0,17105.0,1971
Calgary,Couple family households without children,25225.0,13910.0,11315.0,1971
Calgary,One-parent family households,8710.0,3955.0,4750.0,1971
Calgary,Multiple-family households,1265.0,950.0,315.0,1971
Calgary,Non-family households3,25465.0,6695.0,18770.0,1971
Calgary,One-person households,18705.0,4825.0,13885.0,1971
Calgary,Two-or-more-person non-family households,6760.0,1870.0,4885.0,1971
Chicoutimi-Jonquière,Total - Household type,29700.0,16030.0,13670.0,1971
Chicoutimi-Jonquière,Family households2,27545.0,15385.0,12160.0,1971
Chicoutimi-Jonquière,One-family households,26915.0,14920.0,11995.0,1971
Chicoutimi-Jonquière,Couple family households with children,20255.0,12120.0,8135.0,1971
Chicoutimi-Jonquière,Couple family households without children,4295.0,1720.0,2580.0,1971
Chicoutimi-Jonquière,One-parent family households,2355.0,1080.0,1280.0,1971
Chicoutimi-Jonquière,Multiple-family households,635.0,465.0,165.0,1971
Chicoutimi-Jonquière,Non-family households3,2150.0,650.0,1505.0,1971
Chicoutimi-Jonquière,One-person households,1400.0,340.0,1060.0,1971
Chicoutimi-Jonquière,Two-or-more-person non-family households,755.0,310.0,445.0,1971
Edmonton,Total - Household type,144510.0,79885.0,64625.0,1971
Edmonton,Family households2,115900.0,72680.0,43215.0,1971
Edmonton,One-family households,114245.0,71425.0,42825.0,1971
Edmonton,Couple family households with children,73495.0,51110.0,22385.0,1971
Edmonton,Couple family households without children,29625.0,15595.0,14025.0,1971
Edmonton,One-parent family households,11120.0,4715.0,6405.0,1971
Edmonton,Multiple-family households,1655.0,1265.0,395.0,1971
Edmonton,Non-family households3,28610.0,7200.0,21410.0,1971
Edmonton,One-person households,20930.0,5210.0,15725.0,1971
Edmonton,Two-or-more-person non-family households,7675.0,1990.0,5685.0,1971
Halifax,Total - Household type,59505.0,29525.0,29975.0,1971
Halifax,Family households2,49570.0,26875.0,22700.0,1971
Halifax,One-family households,48215.0,25965.0,22250.0,1971
Halifax,Couple family households with children,31745.0,18620.0,13125.0,1971
Halifax,Couple family households without children,12010.0,5490.0,6520.0,1971
Halifax,One-parent family households,4460.0,1860.0,2600.0,1971
Halifax,Multiple-family households,1355.0,910.0,445.0,1971
Halifax,Non-family households3,9935.0,2655.0,7280.0,1971
Halifax,One-person households,6195.0,1500.0,4700.0,1971
Halifax,Two-or-more-person non-family households,3735.0,1155.0,2580.0,1971
Hamilton,Total - Household type,146255.0,93175.0,53080.0,1971
Hamilton,Family households2,121705.0,84075.0,37630.0,1971
Hamilton,One-family households,118620.0,81470.0,37145.0,1971
Hamilton,Couple family households with children,75915.0,57160.0,18755.0,1971
Hamilton,Couple family households without children,33295.0,19740.0,13555.0,1971
Hamilton,One-parent family households,9405.0,4570.0,4835.0,1971
Hamilton,Multiple-family households,3085.0,2600.0,480.0,1971
Hamilton,Non-family households3,24555.0,9100.0,15450.0,1971
Hamilton,One-person households,18415.0,6330.0,12085.0,1971
Hamilton,Two-or-more-person non-family households,6135.0,2770.0,3365.0,1971
Kitchener,Total - Household type,66570.0,39980.0,26590.0,1971
Kitchener,Family households2,55500.0,36135.0,19360.0,1971
Kitchener,One-family households,54555.0,35375.0,19175.0,1971
Kitchener,Couple family households with children,35150.0,24590.0,10560.0,1971
Kitchener,Couple family households without children,15425.0,8845.0,6580.0,1971
Kitchener,One-parent family households,3975.0,1945.0,2035.0,1971
Kitchener,Multiple-family households,945.0,765.0,185.0,1971
Kitchener,Non-family households3,11070.0,3840.0,7230.0,1971
Kitchener,One-person households,7850.0,2660.0,5190.0,1971
Kitchener,Two-or-more-person non-family households,3215.0,1180.0,2035.0,1971
London,Total - Household type,87160.0,52095.0,35065.0,1971
London,Family households2,69190.0,45905.0,23285.0,1971
London,One-family households,68100.0,45005.0,23095.0,1971
London,Couple family households with children,41940.0,30235.0,11705.0,1971
London,Couple family households without children,20015.0,11975.0,8040.0,1971
London,One-parent family households,6145.0,2800.0,3350.0,1971
London,Multiple-family households,1090.0,895.0,195.0,1971
London,Non-family households3,17975.0,6195.0,11780.0,1971
London,One-person households,13360.0,4495.0,8865.0,1971
London,Two-or-more-person non-family households,4610.0,1695.0,2915.0,1971
Montréal,Total - Household type,805435.0,283920.0,521515.0,1971
Montréal,Family households2,632945.0,262080.0,370865.0,1971
Montréal,One-family households,619720.0,254490.0,365230.0,1971
Montréal,Couple family households with children,400850.0,190850.0,209995.0,1971
Montréal,Couple family households without children,152630.0,47510.0,105120.0,1971
Montréal,One-parent family households,66240.0,16130.0,50110.0,1971
Montréal,Multiple-family households,13225.0,7585.0,5635.0,1971
Montréal,Non-family households3,172495.0,21840.0,150650.0,1971
Montréal,One-person households,120125.0,13160.0,106965.0,1971
Montréal,Two-or-more-person non-family households,52365.0,8675.0,43690.0,1971
Ottawa-Hull,Total - Household type,170015.0,85705.0,84310.0,1971
Ottawa-Hull,Family households2,137670.0,78310.0,59360.0,1971
Ottawa-Hull,One-family households,135015.0,76565.0,58450.0,1971
Ottawa-Hull,Couple family households with children,88880.0,56490.0,32390.0,1971
Ottawa-Hull,Couple family households without children,33040.0,14995.0,18045.0,1971
Ottawa-Hull,One-parent family households,13095.0,5080.0,8010.0,1971
Ottawa-Hull,Multiple-family households,2650.0,1740.0,910.0,1971
Ottawa-Hull,Non-family households3,32345.0,7395.0,24950.0,1971
Ottawa-Hull,One-person households,22665.0,4660.0,18010.0,1971
Ottawa-Hull,Two-or-more-person non-family households,9685.0,2735.0,6940.0,1971
Québec CMA,Total - Household type,127240.0,53595.0,73640.0,1971
Québec CMA,Family households2,104130.0,49900.0,54225.0,1971
Québec CMA,One-family households,102740.0,48995.0,53750.0,1971
Québec CMA,Couple family households with children,69715.0,38220.0,31490.0,1971
Québec CMA,Couple family households without children,21750.0,6865.0,14885.0,1971
Québec CMA,One-parent family households,11275.0,3900.0,7370.0,1971
Québec CMA,Multiple-family households,1390.0,910.0,480.0,1971
Québec CMA,Non-family households3,23115.0,3695.0,19420.0,1971
Québec CMA,One-person households,15350.0,2060.0,13295.0,1971
Québec CMA,Two-or-more-person non-family households,7765.0,1640.0,6125.0,1971
Regina,Total - Household type,42580.0,25630.0,16950.0,1971
Regina,Family households2,33145.0,22930.0,10215.0,1971
Regina,One-family households,32735.0,22595.0,10140.0,1971
Regina,Couple family households with children,20225.0,15360.0,4865.0,1971
Regina,Couple family households without children,9160.0,5730.0,3430.0,1971
Regina,One-parent family households,3345.0,1505.0,1850.0,1971
Regina,Multiple-family households,410.0,335.0,75.0,1971
Regina,Non-family households3,9440.0,2705.0,6735.0,1971
Regina,One-person households,7330.0,1975.0,5350.0,1971
Regina,Two-or-more-person non-family households,2110.0,725.0,1380.0,1971
St. Catharines,Total - Household type,88885.0,63865.0,25020.0,1971
St. Catharines,Family households2,74570.0,56380.0,18190.0,1971
St. Catharines,One-family households,73115.0,55100.0,18015.0,1971
St. Catharines,Couple family households with children,46550.0,37210.0,9340.0,1971
St. Catharines,Couple family households without children,20435.0,14550.0,5885.0,1971
St. Catharines,One-parent family households,6125.0,3340.0,2785.0,1971
St. Catharines,Multiple-family households,1460.0,1275.0,180.0,1971
St. Catharines,Non-family households3,14310.0,7485.0,6830.0,1971
St. Catharines,One-person households,11225.0,5665.0,5560.0,1971
St. Catharines,Two-or-more-person non-family households,3085.0,1815.0,1270.0,1971
St. John's,Total - Household type,29640.0,19630.0,10010.0,1971
St. John's,Family households2,26645.0,18045.0,8600.0,1971
St. John's,One-family households,25140.0,16840.0,8305.0,1971
St. John's,Couple family households with children,17785.0,12240.0,5545.0,1971
St. John's,Couple family households without children,5225.0,3285.0,1945.0,1971
St. John's,One-parent family households,2130.0,1320.0,815.0,1971
St. John's,Multiple-family households,1500.0,1205.0,295.0,1971
St. John's,Non-family households3,2995.0,1585.0,1415.0,1971
St. John's,One-person households,1850.0,1005.0,840.0,1971
St. John's,Two-or-more-person non-family households,1145.0,575.0,565.0,1971
Saint John,Total - Household type,28645.0,14460.0,14180.0,1971
Saint John,Family households2,23420.0,12580.0,10835.0,1971
Saint John,One-family households,22830.0,12210.0,10625.0,1971
Saint John,Couple family households with children,14600.0,8220.0,6380.0,1971
Saint John,Couple family households without children,5760.0,3070.0,2690.0,1971
Saint John,One-parent family households,2470.0,920.0,1545.0,1971
Saint John,Multiple-family households,590.0,370.0,220.0,1971
Saint John,Non-family households3,5225.0,1880.0,3345.0,1971
Saint John,One-person households,3590.0,1245.0,2345.0,1971
Saint John,Two-or-more-person non-family households,1640.0,640.0,1000.0,1971
Saskatoon,Total - Household type,38610.0,22945.0,15670.0,1971
Saskatoon,Family households2,29730.0,20075.0,9650.0,1971
Saskatoon,One-family households,29430.0,19850.0,9580.0,1971
Saskatoon,Couple family households with children,18075.0,13420.0,4660.0,1971
Saskatoon,Couple family households without children,8600.0,5080.0,3520.0,1971
Saskatoon,One-parent family households,2755.0,1345.0,1405.0,1971
Saskatoon,Multiple-family households,300.0,225.0,70.0,1971
Saskatoon,Non-family households3,8885.0,2865.0,6015.0,1971
Saskatoon,One-person households,6730.0,2180.0,4550.0,1971
Saskatoon,Two-or-more-person non-family households,2155.0,685.0,1465.0,1971
Sudbury,Total - Household type,39415.0,22900.0,16520.0,1971
Sudbury,Family households2,35055.0,21370.0,13685.0,1971
Sudbury,One-family households,34120.0,20675.0,13445.0,1971
Sudbury,Couple family households with children,24390.0,15970.0,8425.0,1971
Sudbury,Couple family households without children,7395.0,3520.0,3875.0,1971
Sudbury,One-parent family households,2340.0,1180.0,1155.0,1971
Sudbury,Multiple-family households,935.0,700.0,230.0,1971
Sudbury,Non-family households3,4365.0,1530.0,2835.0,1971
Sudbury,One-person households,2980.0,1000.0,1975.0,1971
Sudbury,Two-or-more-person non-family households,1390.0,530.0,855.0,1971
Thunder Bay,Total - Household type,32245.0,23675.0,8570.0,1971
Thunder Bay,Family households2,26545.0,20815.0,5730.0,1971
Thunder Bay,One-family households,26000.0,20345.0,5650.0,1971
Thunder Bay,Couple family households with children,16575.0,13815.0,2760.0,1971
Thunder Bay,Couple family households without children,6910.0,5030.0,1885.0,1971
Thunder Bay,One-parent family households,2510.0,1505.0,1005.0,1971
Thunder Bay,Multiple-family households,545.0,470.0,70.0,1971
Thunder Bay,Non-family households3,5705.0,2860.0,2845.0,1971
Thunder Bay,One-person households,4395.0,2125.0,2270.0,1971
Thunder Bay,Two-or-more-person non-family households,1310.0,735.0,575.0,1971
Toronto,Total - Household type,773830.0,425040.0,348790.0,1971
Toronto,Family households2,621725.0,386370.0,235355.0,1971
Toronto,One-family households,593660.0,362765.0,230895.0,1971
Toronto,Couple family households with children,375610.0,259340.0,116265.0,1971
Toronto,Couple family households without children,166900.0,81675.0,85220.0,1971
Toronto,One-parent family households,51150.0,21745.0,29405.0,1971
Toronto,Multiple-family households,28070.0,23615.0,4460.0,1971
Toronto,Non-family households3,152100.0,38665.0,113435.0,1971
Toronto,One-person households,104440.0,23815.0,80625.0,1971
Toronto,Two-or-more-person non-family households,47660.0,14855.0,32805.0,1971
Vancouver,Total - Household type,345875.0,203615.0,142255.0,1971
Vancouver,Family households2,259875.0,179160.0,80720.0,1971
Vancouver,One-family households,254250.0,174430.0,79815.0,1971
Vancouver,Couple family households with children,146985.0,114135.0,32855.0,1971
Vancouver,Couple family households without children,82660.0,48325.0,34335.0,1971
Vancouver,One-parent family households,24595.0,11970.0,12625.0,1971
Vancouver,Multiple-family households,5630.0,4725.0,905.0,1971
Vancouver,Non-family households3,85990.0,24455.0,61540.0,1971
Vancouver,One-person households,65560.0,17645.0,47915.0,1971
Vancouver,Two-or-more-person non-family households,20430.0,6815.0,13620.0,1971
Victoria,Total - Household type,66250.0,40620.0,25640.0,1971
